user_id,offer_arm
2967,0
2968,0
2970,0
2972,0
2975,0
2976,0
2977,0
2978,0
2981,0
2991,0
2995,0
2996,2
3003,0
3008,0
3010,0
3019,0
3020,0
3023,0
3030,3
3032,0
3037,2
3049,2
3051,0
3052,0
3063,1
3071,0
3075,0
3094,0
3100,1
3108,0
3109,0
3112,0
3113,0
3129,0
3136,0
3146,1
3154,0
3161,1
3162,0
3164,0
3165,0
3174,0
3178,0
3186,0
3190,0
3193,1
3201,2
3204,2
3208,0
3212,0
3214,1
3221,0
3225,0
3228,2
3232,0
3238,1
3239,0
3240,1
3251,0
3253,0
3256,0
3257,0
3258,0
3260,0
3261,2
3266,0
3267,1
3273,1
3282,1
3284,0
3300,0
3306,0
3309,0
3311,0
3316,0
3318,0
3325,0
3330,0
3335,0
3338,1
3346,1
3347,0
3348,1
3349,0
3353,1
3358,0
3369,1
3370,1
3375,1
3378,0
3390,0
3397,1
3400,1
3402,0
3405,0
3410,1
3416,0
3430,1
3436,2
3438,1
3446,1
3447,0
3456,0
3465,0
3471,1
3477,0
3483,0
3487,0
3507,0
3509,1
3518,2
3536,1
3540,0
3547,2
3560,0
3564,0
3597,0
3600,0
3607,0
3608,0
3614,0
3616,0
3620,0
3627,0
3637,0
3638,2
3641,0
3643,2
3660,1
3664,0
3665,0
3668,0
3672,1
3680,0
3682,0
3683,0
3690,0
3694,0
3697,2
3702,0
3703,1
3709,0
3711,0
3713,1
3714,0
3717,2
3730,1
3733,0
3744,0
3745,0
3751,0
3759,1
3763,1
3768,1
3784,1
3786,1
3790,0
3792,0
3809,0
3814,0
3821,1
3825,0
3828,3
3842,1
3846,0
3847,2
3850,1
3851,2
3858,0
3866,0
3876,0
3877,0
3889,0
3893,1
3896,2
3901,0
3902,0
3903,0
3904,1
3905,0
3912,0
3913,2
3916,0
3918,0
3920,2
3930,0
3936,0
3948,0
3950,0
3955,1
3968,1
3972,0
3978,0
3979,1
3980,0
3982,1
3983,1
3984,2
3986,0
3987,0
3989,2
3994,0
4001,0
4004,0
4007,2
4009,0
4016,0
4025,0
4027,1
4047,3
4050,2
4056,1
4058,0
4061,1
4069,0
4071,0
4077,0
4078,0
4094,0
4101,0
4111,2
4114,0
4119,2
4120,1
4121,1
4143,1
4146,2
4149,0
4152,0
4156,0
4157,1
4162,1
4164,2
4180,1
4183,0
4184,0
4188,0
4203,0
4219,0
4224,0
4226,0
4233,0
4238,0
4240,1
4241,1
4246,0
4247,0
4252,0
4256,0
4260,0
4269,0
4274,2
4280,0
4286,0
4294,1
4303,0
4305,2
4310,0
4314,1
4316,0
4321,0
4325,0
4330,0
4336,3
4339,1
4346,1
4352,0
4355,0
4356,0
4364,1
4367,0
4368,0
4372,0
4374,1
4382,0
4386,1
4390,2
4392,0
4402,2
4403,0
4410,1
4413,1
4418,2
4423,0
4426,2
4432,0
4436,0
4446,0
4449,0
4451,0
4461,1
4464,0
4466,0
4469,0
4471,1
4473,0
4480,3
4483,1
4504,1
4516,0
4519,0
4525,1
4531,1
4534,0
4540,0
4546,0
4547,0
4548,0
4554,1
4558,0
4563,0
4570,0
4575,1
4578,0
4584,2
4588,0
4591,3
4596,0
4603,0
4605,0
4608,1
4613,0
4616,1
4626,0
4638,1
4640,0
4647,1
4652,0
4662,0
4682,0
4683,0
4684,0
4688,0
4695,1
4701,0
4703,0
4709,1
4710,0
4715,0
4725,0
4727,0
4731,0
4733,0
4736,2
4737,1
4739,0
4740,0
4741,0
4763,0
4764,0
4768,1
4770,2
4778,0
4779,1
4786,0
4796,0
4797,2
4802,0
4806,0
4808,0
4815,0
4818,1
4824,0
4830,1
4835,1
4836,2
4844,0
4846,3
4851,2
4854,0
4857,0
4864,0
4868,0
4871,0
4876,0
4886,3
4888,2
4901,1
4903,0
4905,2
4911,0
4915,1
4919,0
4922,0
4923,0
4924,1
4928,0
4931,0
4933,0
4937,0
4944,0
4948,0
4965,0
4966,2
4969,2
4970,0
4971,0
4973,0
4974,1
4977,0
4979,2
4986,0
4989,2
4998,0
5000,1
5003,0
5011,0
5014,0
5024,1
5029,0
5037,0
5040,0
5047,0
5049,0
5055,0
5059,0
5060,0
5077,1
5086,0
5088,0
5095,0
5108,2
5115,1
5116,0
5122,1
5123,1
5127,0
5135,1
5147,1
5149,2
5157,1
5162,1
5163,0
5164,0
5170,1
5178,0
5182,0
5186,1
5192,0
5196,0
5205,0
5212,0
5214,1
5222,0
5228,0
5234,0
5240,0
5243,2
5251,2
5255,0
5257,1
5268,0
5282,0
5283,0
5284,0
5291,0
5297,0
5299,0
5300,0
5301,1
5303,1
5304,2
5313,1
5314,0
5331,0
5336,1
5337,1
5338,0
5343,2
5344,0
5368,0
5369,1
5370,0
5374,2
5377,0
5383,0
5388,0
5404,0
5410,0
5422,3
5424,0
5430,0
5432,0
5443,0
5444,0
5446,1
5447,0
5456,0
5457,0
5458,0
5468,0
5474,1
5475,0
5480,0
5482,0
5488,1
5492,1
5493,2
5508,1
5509,0
5514,0
5520,0
5522,0
5526,0
5538,0
5540,0
5546,0
5565,1
5567,0
5571,1
5575,0
5581,2
5584,0
5592,1
5595,0
5598,0
5602,0
5604,0
5608,0
5620,0
5626,0
5629,0
5639,0
5649,0
5658,2
5659,0
5661,0
5670,0
5672,0
5682,0
5686,0
5703,0
5709,0
5713,2
5715,0
5721,0
5724,2
5730,1
5734,0
5735,1
5736,0
5737,1
5740,1
5744,0
5749,2
5750,0
5755,0
5757,0
5758,0
5759,3
5766,0
5769,0
5771,0
5774,0
5794,2
5797,0
5798,2
5802,2
5808,1
5813,0
5820,2
5827,2
5834,1
5836,1
5839,2
5844,0
5846,0
5849,0
5855,2
5867,1
5868,1
5870,0
5874,0
5892,0
5893,0
5894,0
5895,0
5904,0
5907,0
5913,1
5915,0
5923,0
5932,0
5934,0
5940,1
5942,1
5951,1
5954,0
5960,0
5969,2
5970,1
5971,1
5972,0
5975,0
5976,0
5978,0
5981,1
5992,0
6005,0
6023,0
6030,0
6037,0
6047,0
6050,0
6055,1
6060,0
6063,1
6064,1
6070,0
6083,0
6087,1
6094,1
6095,0
6101,2
6104,0
6110,0
6112,0
6114,0
6116,1
6121,3
6131,0
6138,0
6139,0
6153,0
6157,1
6164,0
6166,1
6172,1
6173,0
6175,0
6178,2
6187,0
6189,0
6191,0
6198,0
6199,1
6204,1
6206,0
6214,2
6224,2
6235,1
6239,0
6241,3
6247,0
6248,1
6250,3
6251,0
6253,2
6260,0
6262,0
6271,0
6274,0
6278,0
6279,0
6284,0
6290,0
6297,0
6298,0
6303,1
6309,1
6311,0
6313,0
6315,0
6320,0
6322,0
6323,1
6330,0
6332,2
6344,0
6345,1
6359,0
6364,0
6365,0
6381,1
6384,0
6390,0
6392,0
6393,1
6394,3
6400,0
6402,0
6404,0
6407,0
6410,0
6415,0
6417,0
6421,2
6424,1
6432,0
6465,0
6466,2
6482,2
6484,1
6485,0
6489,0
6497,0
6499,0
6504,0
6510,0
6512,1
6516,0
6526,0
6527,1
6530,1
6543,1
6547,0
6550,1
6556,0
6565,0
6570,0
6572,0
6577,0
6581,0
6592,0
6596,0
6598,0
6601,0
6606,0
6610,0
6613,1
6621,0
6624,1
6630,2
6631,1
6632,1
6633,1
6636,0
6638,0
6639,0
6649,0
6650,0
6658,1
6661,0
6663,0
6666,0
6668,1
6678,1
6687,0
6701,0
6702,0
6709,2
6717,0
6720,2
6728,0
6731,0
6734,0
6745,0
6746,0
6752,0
6754,0
6763,1
6772,0
6788,0
6789,0
6791,0
6802,2
6803,1
6813,0
6816,0
6817,1
6820,0
6821,2
6823,2
6826,0
6829,0
6830,0
6831,0
6832,0
6834,0
6838,0
6839,1
6844,2
6848,0
6849,0
6850,0
6860,1
6861,2
6867,0
6875,0
6885,1
6892,0
6895,0
6903,1
6917,0
6931,0
6934,1
6938,0
6940,0
6946,0
6947,0
6948,0
6951,2
6955,0
6961,0
6973,0
6976,1
6982,0
6984,0
6987,0
7006,1
7016,0
7019,2
7021,2
7022,0
7035,0
7038,3
7040,0
7046,0
7053,2
7057,0
7075,0
7080,2
7091,0
7093,0
7095,2
7097,1
7100,2
7103,2
7111,0
7121,0
7131,0
7133,0
7141,1
7144,1
7154,0
7155,1
7160,0
7169,0
7176,0
7179,0
7180,0
7183,0
7185,0
7187,3
7190,1
7192,0
7193,0
7195,1
7196,0
7220,0
7231,0
7232,0
7236,1
7247,0
7253,0
7256,0
7258,0
7263,0
7271,0
7275,0
7277,0
7283,0
7286,0
7295,0
7296,0
7304,0
7307,0
7309,2
7321,0
7325,1
7329,1
7334,0
7335,0
7337,0
7338,2
7341,2
7347,0
7357,0
7362,0
7363,0
7367,0
7370,2
7375,3
7376,0
7379,0
7383,0
7390,1
7397,0
7398,0
7402,1
7405,0
7406,0
7411,0
7412,0
7439,0
7440,0
7442,0
7444,0
7447,0
7452,0
7464,1
7467,0
7476,1
7478,1
7479,0
7480,0
7489,1
7491,0
7492,2
7498,0
7500,0
7502,3
7506,0
7514,1
7520,0
7522,1
7524,0
7526,0
7528,0
7533,0
7535,0
7546,2
7547,1
7552,0
7565,1
7582,0
7583,0
7588,0
7590,0
7596,1
7610,0
7611,0
7628,1
7630,0
7642,1
7644,0
7660,0
7665,0
7668,0
7669,0
7684,0
7686,2
7688,0
7691,0
7692,0
7700,1
7711,0
7713,0
7714,0
7727,1
7729,1
7730,0
7732,0
7733,0
7740,1
7747,0
7753,0
7756,1
7758,0
7782,1
7790,0
7791,0
7795,0
7798,2
7808,0
7809,3
7810,0
7812,1
7815,2
7819,2
7822,3
7834,0
7841,0
7846,0
7856,0
7859,0
7865,2
7866,0
7868,0
7876,0
7879,1
7889,0
7890,0
7892,0
7893,1
7903,0
7913,0
7918,0
7928,0
7932,0
7933,0
7937,0
7943,0
7945,0
7956,0
7957,0
7961,1
7962,0
7963,0
7964,1
7971,1
7972,0
7973,0
7975,2
7979,1
8012,1
8024,0
8025,0
8033,0
8040,0
8044,0
8049,0
8058,2
8063,0
8070,0
8077,1
8078,2
8079,2
8082,1
8091,0
8093,0
8101,0
8105,0
8109,0
8114,1
8124,1
8134,1
8142,1
8153,0
8158,0
8163,0
8168,2
8169,0
8172,0
8177,1
8193,1
8194,2
8205,0
8206,2
8228,0
8230,0
8231,0
8232,2
8236,1
8237,0
8241,1
8243,2
8244,2
8247,0
8251,0
8253,1
8254,0
8256,0
8257,0
8263,0
8268,2
8273,0
8277,2
8287,0
8291,2
8301,0
8305,0
8316,0
8319,0
8321,0
8324,0
8329,0
8331,1
8339,0
8343,0
8349,0
8350,1
8353,0
8355,0
8369,0
8373,0
8376,1
8378,0
8382,0
8384,1
8385,1
8393,0
8394,0
8398,1
8401,1
8403,0
8405,1
8413,0
8415,0
8416,0
8417,1
8421,1
8424,1
8426,0
8427,1
8431,0
8443,0
8451,0
8460,0
8462,1
8476,0
8477,2
8478,0
8481,1
8497,1
8499,0
8502,0
8504,1
8515,0
8517,0
8520,1
8524,0
8529,2
8531,0
8534,0
8540,2
8541,0
8552,0
8553,0
8554,0
8562,0
8567,0
8584,2
8588,0
8594,0
8597,1
8599,1
8603,0
8611,0
8614,0
8615,1
8623,1
8633,2
8642,0
8647,0
8651,1
8662,0
8670,0
8684,2
8686,0
8688,0
8689,0
8692,2
8700,2
8705,0
8708,2
8719,0
8726,0
8727,0
8729,0
8745,0
8747,1
8750,0
8751,0
8753,1
8762,0
8766,0
8768,2
8781,1
8782,0
8784,2
8788,0
8810,0
8813,0
8814,2
8818,0
8825,1
8835,0
8837,0
8841,0
8843,0
8857,1
8871,1
8885,1
8889,2
8897,1
8900,0
8908,1
8917,0
8919,0
8926,0
8927,2
8939,0
8945,0
8953,0
8955,0
8958,1
8959,1
8960,0
8966,0
8975,0
8980,1
8989,0
8992,0
8997,0
8999,0
9001,0
9002,0
9009,0
9027,3
9034,0
9045,1
9052,2
9055,0
9056,0
9063,2
9065,0
9070,0
9075,2
9079,0
9082,0
9089,0
9092,0
9095,0
9096,0
9104,0
9122,1
9127,1
9130,0
9132,0
9133,0
9140,0
9146,1
9149,0
9152,0
9154,0
9162,2
9167,0
9172,0
9174,1
9176,1
9180,2
9184,0
9199,0
9204,0
9210,2
9211,0
9215,0
9216,3
9221,0
9227,0
9234,1
9235,0
9252,0
9253,0
9254,1
9261,3
9262,0
9264,0
9268,2
9277,2
9285,0
9286,0
9287,0
9295,0
9299,0
9303,0
9306,1
9307,0
9317,0
9318,1
9323,0
9328,0
9336,0
9346,3
9351,0
9362,1
9364,2
9369,0
9370,2
9383,0
9392,1
9393,0
9398,1
9399,1
9401,0
9415,1
9434,0
9437,0
9439,1
9442,1
9453,0
9458,1
9461,0
9465,0
9467,2
9471,0
9479,2
9483,3
9487,0
9494,0
9498,0
9502,0
9509,1
9515,0
9516,0
9517,2
9523,0
9524,0
9528,0
9534,1
9542,1
9545,0
9553,2
9555,0
9558,1
9570,1
9597,1
9599,2
9602,0
9609,1
9616,0
9630,2
9631,2
9633,0
9639,0
9641,1
9643,1
9647,0
9652,2
9656,1
9658,0
9661,1
9664,0
9666,2
9683,2
9684,2
9689,0
9727,0
9732,0
9740,2
9743,2
9754,1
9757,2
9763,0
9770,2
9772,0
9777,1
9785,3
9786,0
9789,1
9791,0
9797,0
9798,0
9799,0
9804,0
9806,1
9807,0
9823,0
9839,1
9846,1
9848,0
9854,0
9856,0
9863,1
9870,0
9872,0
9874,0
9877,0
9879,0
9885,2
9886,0
9902,2
9904,0
9910,1
9911,2
9915,0
9921,0
9922,0
9924,0
9928,1
9930,1
9939,1
9940,0
9953,1
9955,0
9956,0
9965,0
9968,0
9969,0
9977,2
9984,0
10008,0
10015,0
10016,0
10017,0
10022,1
10031,0
10038,0
10064,0
10073,2
10075,0
10079,0
10083,1
10087,0
10090,0
10094,0
10096,0
10099,0
10122,1
10132,2
10133,0
10136,0
10146,1
10152,0
10154,0
10160,0
10161,1
10170,0
10176,1
10196,3
10208,0
10223,1
10232,1
10234,0
10240,2
10242,1
10243,2
10253,0
10261,1
10265,0
10269,0
10273,0
10281,0
10286,0
10290,0
10292,0
10295,0
10300,0
10309,0
10312,2
10319,2
10321,2
10327,1
10330,1
10332,0
10334,0
10345,1
10348,0
10353,0
10354,2
10356,0
10379,0
10382,0
10385,1
10387,1
10388,0
10404,0
10409,1
10413,0
10425,0
10427,0
10429,2
10431,0
10440,1
10442,1
10459,0
10466,0
10471,0
10476,0
10481,0
10490,0
10493,1
10494,0
10497,0
10498,0
10504,0
10519,0
10524,0
10525,0
10526,1
10546,2
10549,0
10551,0
10553,0
10554,0
10555,1
10557,2
10563,1
10570,0
10577,0
10583,1
10587,2
10594,0
10596,1
10601,1
10627,1
10628,2
10630,0
10634,0
10639,0
10643,0
10652,0
10655,0
10656,0
10665,0
10668,0
10669,1
10675,0
10678,0
10680,2
10687,0
10691,2
10699,0
10706,0
10712,0
10721,1
10722,0
10724,0
10738,0
10741,2
10746,1
10755,1
10762,0
10770,0
10775,0
10776,0
10784,0
10787,0
10789,0
10797,1
10799,1
10804,0
10805,1
10810,0
10819,0
10823,0
10838,0
10844,0
10846,1
10847,2
10852,1
10869,0
10880,0
10886,1
10889,0
10895,0
10896,1
10897,0
10900,1
10903,2
10904,3
10906,0
10907,0
10918,1
10922,0
10925,0
10929,0
10932,2
10937,0
10940,1
10941,1
10945,0
10951,0
10952,0
10956,2
10971,0
10972,0
10977,2
10980,0
10982,3
10985,2
10990,0
10995,1
11000,2
11004,1
11007,0
11011,2
11020,1
11033,0
11036,0
11047,0
11057,0
11059,0
11063,2
11065,0
11077,0
11081,2
11086,1
11088,0
11089,0
11096,2
11104,2
11116,1
11122,0
11125,2
11126,0
11127,2
11128,0
11132,0
11135,0
11139,0
11142,0
11144,0
11145,0
11147,2
11152,0
11156,1
11161,0
11163,0
11164,0
11172,0
11181,0
11183,2
11198,0
11201,0
11202,1
11204,0
11205,3
11207,2
11210,0
11215,0
11216,0
11219,0
11221,0
11222,1
11223,1
11224,0
11234,0
11235,0
11241,0
11249,0
11250,0
11252,1
11254,0
11256,0
11259,3
11261,0
11265,0
11277,2
11279,1
11282,2
11296,0
11303,0
11308,1
11310,1
11311,0
11312,0
11325,0
11326,0
11337,1
11339,0
11342,2
11345,0
11363,0
11371,1
11373,0
11378,1
11385,1
11389,0
11399,1
11401,0
11411,0
11417,1
11436,0
11443,2
11447,3
11449,0
11454,0
11456,0
11460,2
11471,0
11477,1
11500,0
11503,1
11505,0
11510,1
11515,0
11516,0
11520,0
11523,0
11527,2
11535,0
11544,2
11549,0
11557,0
11565,0
11569,0
11582,0
11585,1
11587,1
11593,0
11594,0
11601,0
11603,1
11604,0
11617,0
11618,0
11620,0
11621,0
11623,0
11624,1
11632,0
11641,1
11642,0
11649,2
11661,0
11662,0
11667,1
11676,0
11695,0
11697,0
11699,0
11707,0
11720,0
11724,2
11726,2
11735,0
11736,1
11738,0
11746,0
11748,0
11751,0
11753,0
11763,0
11766,1
11769,0
11770,0
11771,2
11775,0
11777,1
11790,0
11794,0
11806,0
11829,0
11831,1
11835,0
11837,0
11861,0
11865,0
11874,0
11875,0
11878,0
11879,2
11881,0
11888,0
11895,0
11898,0
11926,0
11936,1
11937,0
11939,0
11940,1
11942,1
11957,2
11972,2
11976,0
11978,0
11980,0
11985,0
12015,0
12017,0
12019,0
12023,2
12024,1
12026,0
12031,0
12034,0
12040,1
12041,0
12045,0
12046,0
12047,0
12048,1
12049,0
12050,0
12052,0
12066,0
12077,0
12081,0
12086,2
12087,0
12092,1
12093,2
12103,2
12106,0
12107,0
12110,3
12128,0
12131,0
12132,0
12133,0
12146,0
12169,0
12173,1
12177,1
12181,0
12186,1
12187,2
12190,0
12200,2
12202,0
12211,0
12213,0
12215,0
12217,0
12231,0
12236,0
12238,1
12242,0
12248,2
12250,0
12257,1
12258,0
12262,0
12263,1
12265,0
12274,0
12280,0
12284,0
12286,1
12288,0
12291,0
12301,0
12309,0
12310,0
12316,0
12320,0
12328,0
12334,0
12336,1
12338,0
12340,0
12357,0
12359,2
12378,0
12379,0
12381,0
12387,1
12393,0
12399,0
12404,0
12420,0
12424,0
12426,0
12429,0
12446,1
12447,0
12448,0
12450,0
12452,0
12457,0
12471,2
12474,0
12483,1
12486,1
12490,0
12495,0
12498,0
12499,1
12500,1
12503,0
12514,1
12519,0
12523,0
12528,2
12539,0
12545,1
12548,2
12557,1
12560,2
12565,0
12569,1
12573,1
12574,0
12576,0
12580,0
12582,0
12591,2
12594,0
12595,0
12600,0
12604,1
12610,0
12615,0
12618,0
12621,0
12626,1
12627,0
12631,0
12643,1
12644,2
12645,1
12649,2
12650,1
12653,0
12659,2
12660,0
12663,1
12665,1
12667,0
12672,2
12675,1
12677,1
12683,0
12688,2
12689,1
12704,1
12709,0
12713,2
12717,0
12721,1
12725,0
12737,0
12742,0
12758,0
12761,0
12762,2
12764,0
12768,0
12782,0
12783,1
12784,0
12785,1
12802,1
12803,2
12811,0
12813,0
12819,0
12823,0
12839,1
12840,0
12847,0
12848,3
12858,0
12859,0
12862,1
12876,0
12877,0
12886,0
12919,1
12927,0
12930,0
12939,0
12940,0
12963,0
12964,1
12969,0
12973,0
12976,1
12981,1
12982,0
12984,0
12987,0
12991,0
12995,0
12999,1
13000,0
13006,2
13021,0
13026,0
13036,1
13039,0
13047,0
13048,1
13049,0
13054,0
13056,1
13058,0
13061,0
13062,0
13065,0
13080,0
13088,1
13095,0
13098,0
13105,0
13108,0
13109,0
13113,0
13127,0
13131,1
13133,0
13137,2
13147,0
13148,2
13153,2
13155,1
13159,2
13162,0
13163,1
13171,0
13184,1
13185,2
13193,2
13196,1
13209,1
13210,0
13220,0
13223,1
13228,0
13236,1
13247,2
13248,0
13250,0
13252,0
13262,0
13274,0
13276,1
13277,0
13292,1
13300,1
13301,0
13307,1
13308,0
13309,0
13310,1
13312,0
13314,2
13315,2
13323,3
13329,0
13345,0
13359,0
13363,0
13365,0
13370,0
13373,0
13376,0
13380,0
13392,2
13401,0
13407,0
13409,0
13411,0
13414,0
13439,0
13442,1
13448,2
13453,0
13458,1
13459,0
13478,1
13482,2
13485,2
13494,2
13496,0
13502,2
13508,0
13512,1
13515,0
13523,2
13528,2
13536,0
13550,0
13551,0
13552,1
13560,3
13561,0
13565,0
13569,0
13572,1
13585,0
13587,1
13594,2
13595,0
13600,2
13602,0
13603,0
13610,1
13614,0
13616,0
13623,0
13625,1
13629,0
13643,0
13646,0
13648,1
13650,0
13651,0
13653,2
13654,0
13661,0
13667,1
13671,1
13676,0
13695,0
13700,0
13705,0
13707,0
13709,0
13711,0
13712,0
13715,0
13716,0
13724,0
13728,0
13732,0
13733,0
13742,1
13751,0
13752,1
13759,0
13773,0
13776,0
13777,0
13782,2
13784,0
13790,0
13791,0
13797,0
13804,1
13807,0
13818,1
13825,0
13826,2
13827,0
13833,0
13838,1
13842,0
13850,0
13854,0
13857,1
13858,0
13865,0
13870,2
13873,0
13874,0
13881,0
13885,1
13887,0
13889,0
13891,1
13898,0
13900,2
13908,0
13909,0
13912,0
13913,0
13915,0
13916,2
13931,2
13934,1
13942,0
13946,0
13956,3
13963,0
13966,0
13967,0
13971,1
13976,1
13985,0
13986,1
13992,0
13996,1
14011,0
14024,1
14026,1
14032,1
14046,0
14073,0
14086,0
14089,2
14102,0
14104,0
14105,0
14107,2
14112,0
14118,0
14120,0
14121,0
14124,0
14126,0
14134,0
14138,0
14142,1
14148,0
14154,0
14164,0
14170,0
14172,2
14175,0
14176,0
14178,0
14182,1
14185,1
14186,0
14187,0
14194,0
14212,1
14227,2
14235,0
14244,0
14257,0
14259,0
14270,0
14276,1
14279,1
14285,0
14292,0
14298,0
14300,0
14307,0
14314,1
14318,0
14321,2
14328,2
14329,0
14331,0
14333,2
14334,0
14336,1
14337,0
14341,2
14343,0
14346,0
14356,0
14359,1
14361,1
14364,1
14368,0
14369,0
14375,0
14378,0
14382,1
14393,0
14401,0
14407,0
14412,0
14413,0
14416,0
14418,0
14419,0
14428,2
14432,0
14438,1
14439,0
14451,0
14453,0
14460,0
14461,0
14466,0
14467,0
14468,1
14474,0
14478,0
14486,0
14487,1
14488,0
14492,0
14495,1
14503,1
14506,0
14511,0
